date,time,open,high,low,close,tickVolume
2008.10.10,14:00,1.8911,1.9098,1.891,1.9077,3750
2008.10.10,15:00,1.9079,1.9139,1.905,1.9117,4103
2008.10.10,16:00,1.9115,1.9215,1.9099,1.91,4069
2008.10.10,17:00,1.9101,1.9141,1.9031,1.9115,4453
2008.10.10,18:00,1.9114,1.9208,1.9112,1.9183,3335
2008.10.10,19:00,1.9184,1.9213,1.9133,1.9169,2618
2008.10.10,20:00,1.9167,1.927,1.9165,1.9199,2964
2008.10.10,21:00,1.9198,1.9392,1.9198,1.9327,2049
2008.10.10,22:00,1.9369,1.9435,1.9322,1.9401,1426
2008.10.13,00:00,1.9352,1.9405,1.9323,1.9336,1097
2008.10.13,01:00,1.9335,1.9386,1.9334,1.9383,565
2008.10.13,02:00,1.938,1.9404,1.9352,1.9385,577
2008.10.13,03:00,1.9386,1.9386,1.9315,1.934,834
2008.10.13,04:00,1.9341,1.937,1.9248,1.9325,1713
2008.10.13,05:00,1.9323,1.9359,1.9305,1.933,1507
2008.10.13,06:00,1.9332,1.9344,1.9292,1.9322,1052
2008.10.13,07:00,1.9323,1.9395,1.9321,1.9348,1773
2008.10.13,08:00,1.9347,1.9536,1.9344,1.9464,3037
2008.10.13,09:00,1.9463,1.9471,1.9381,1.9384,3151
2008.10.13,10:00,1.9385,1.9414,1.9322,1.9379,3225
2008.10.13,11:00,1.938,1.95,1.9351,1.9481,2788
2008.10.13,12:00,1.9483,1.9563,1.9453,1.9546,2731
2008.10.13,13:00,1.9545,1.9589,1.9526,1.9581,2219
2008.10.13,14:00,1.9582,1.963,1.9551,1.9565,2656
2008.10.13,15:00,1.9564,1.9639,1.9548,1.962,2684
2008.10.13,16:00,1.9618,1.9704,1.9616,1.9701,2646
2008.10.13,17:00,1.97,1.9747,1.9675,1.9737,2704
2008.10.13,18:00,1.9739,1.9802,1.9714,1.9758,2615
2008.10.13,19:00,1.9757,1.9758,1.968,1.9702,1926
2008.10.13,20:00,1.9701,1.9724,1.9651,1.9695,1294
2008.10.13,21:00,1.9694,1.9795,1.9684,1.9752,1597
2008.10.13,22:00,1.9753,1.9766,1.9686,1.9723,1382
2008.10.13,23:00,1.9722,1.9819,1.9702,1.9807,818
2008.10.14,00:00,1.9805,1.9818,1.9782,1.9807,792
2008.10.14,01:00,1.9808,1.9812,1.9781,1.9786,883
2008.10.14,02:00,1.9787,1.9838,1.9782,1.9817,1350
2008.10.14,03:00,1.9816,1.9844,1.9805,1.9826,1500
2008.10.14,04:00,1.9825,1.9841,1.9794,1.9803,1014
2008.10.14,05:00,1.9802,1.9854,1.9787,1.9851,1147
2008.10.14,06:00,1.9848,1.9868,1.981,1.9868,835
2008.10.14,07:00,1.9866,1.9881,1.9821,1.9866,1298
2008.10.14,08:00,1.9867,1.9873,1.9775,1.9787,2551
2008.10.14,09:00,1.9786,1.9838,1.9779,1.9816,2669
2008.10.14,10:00,1.9815,1.9901,1.9812,1.9855,3325
2008.10.14,11:00,1.9853,1.9884,1.9816,1.9861,2898
2008.10.14,12:00,1.9859,1.9895,1.9852,1.9861,2185
2008.10.14,13:00,1.986,1.9887,1.9839,1.9859,2736
2008.10.14,14:00,1.986,1.9903,1.9847,1.9862,3186
2008.10.14,15:00,1.9861,1.9902,1.9848,1.9876,2731
2008.10.14,16:00,1.9875,1.9927,1.985,1.9922,1746
2008.10.14,17:00,1.992,1.9934,1.9783,1.9835,2740
2008.10.14,18:00,1.9836,1.9874,1.9792,1.9794,2032
2008.10.14,19:00,1.9795,1.9829,1.9766,1.9781,1992
2008.10.14,20:00,1.9782,1.9794,1.9725,1.976,2152
2008.10.14,21:00,1.9761,1.9793,1.9745,1.9746,1486
2008.10.14,22:00,1.9747,1.9787,1.9725,1.9779,1227
2008.10.14,23:00,1.9778,1.9796,1.9759,1.9788,766
2008.10.15,00:00,1.9783,1.9797,1.9767,1.9785,827
2008.10.15,01:00,1.9783,1.9812,1.9766,1.9804,1056
2008.10.15,02:00,1.9805,1.9825,1.9792,1.9807,1573
2008.10.15,03:00,1.9808,1.9818,1.9792,1.9795,1240
2008.10.15,04:00,1.9794,1.983,1.9788,1.9824,1141
2008.10.15,05:00,1.9823,1.9871,1.9802,1.9829,1082
2008.10.15,06:00,1.9831,1.9852,1.9801,1.9851,1100
2008.10.15,07:00,1.9848,1.9894,1.9831,1.9881,1020
2008.10.15,08:00,1.9882,1.99,1.9828,1.9847,1935
2008.10.15,09:00,1.9848,1.988,1.9805,1.9829,3069
2008.10.15,10:00,1.983,1.9895,1.9829,1.989,3225
2008.10.15,11:00,1.9891,1.992,1.9865,1.9895,2830
2008.10.15,12:00,1.9896,1.9934,1.9868,1.991,3250
2008.10.15,13:00,1.9909,1.9932,1.9881,1.9905,2806
2008.10.15,14:00,1.9904,1.992,1.9823,1.9884,4191
2008.10.15,15:00,1.9883,1.9889,1.9848,1.9867,4198
2008.10.15,16:00,1.9862,1.9894,1.9785,1.979,4316
2008.10.15,17:00,1.9792,1.9805,1.9751,1.9778,3866
2008.10.15,18:00,1.9779,1.9802,1.9752,1.9773,3237
2008.10.15,19:00,1.9772,1.9773,1.9658,1.9678,2140
2008.10.15,20:00,1.9679,1.973,1.9663,1.9678,2138
2008.10.15,21:00,1.9679,1.9701,1.9598,1.9603,1714
2008.10.15,22:00,1.9602,1.9606,1.9536,1.9543,1593
2008.10.15,23:00,1.9542,1.9557,1.9385,1.9402,1110
2008.10.16,00:00,1.9401,1.9493,1.94,1.9477,773
2008.10.16,01:00,1.9478,1.9508,1.9457,1.9485,807
2008.10.16,02:00,1.9483,1.9634,1.9478,1.9621,1295
2008.10.16,03:00,1.962,1.9629,1.9586,1.9623,1120
2008.10.16,04:00,1.9622,1.9672,1.9611,1.9636,1417
2008.10.16,05:00,1.9637,1.97,1.9614,1.9663,1083
2008.10.16,06:00,1.9664,1.9795,1.9638,1.9744,1965
2008.10.16,07:00,1.9743,1.9846,1.9738,1.9749,2582
2008.10.16,08:00,1.9739,1.9743,1.966,1.9667,3179
2008.10.16,09:00,1.9668,1.9754,1.9623,1.9624,5009
2008.10.16,10:00,1.9623,1.9637,1.9575,1.9622,4047
2008.10.16,11:00,1.9623,1.9636,1.9514,1.9532,3481
2008.10.16,12:00,1.9535,1.9567,1.9479,1.9493,3466
2008.10.16,13:00,1.9492,1.9524,1.9471,1.95,3472
2008.10.16,14:00,1.9501,1.9578,1.9498,1.9559,3935
2008.10.16,15:00,1.956,1.9566,1.9424,1.9489,4406
2008.10.16,16:00,1.9486,1.9582,1.9462,1.9479,5345
2008.10.16,17:00,1.9476,1.9556,1.944,1.9534,4334
2008.10.16,18:00,1.9532,1.9553,1.9486,1.9535,3475
2008.10.16,19:00,1.9537,1.9624,1.953,1.9618,2373
2008.10.16,20:00,1.9617,1.968,1.9607,1.965,2088
2008.10.16,21:00,1.9651,1.9701,1.9644,1.9695,1947
2008.10.16,22:00,1.9694,1.9728,1.9677,1.9688,1091
2008.10.16,23:00,1.9687,1.9693,1.9623,1.9656,782
2008.10.17,00:00,1.9652,1.9702,1.9644,1.9654,399
2008.10.17,01:00,1.9653,1.9673,1.9639,1.9665,529
2008.10.17,02:00,1.9667,1.9693,1.9636,1.9673,691
2008.10.17,03:00,1.9674,1.971,1.9651,1.9693,1343
2008.10.17,04:00,1.9692,1.9707,1.9677,1.9696,666
2008.10.17,05:00,1.9699,1.9717,1.9677,1.9709,691
2008.10.17,06:00,1.9708,1.9721,1.9666,1.9677,909
2008.10.17,07:00,1.9675,1.9716,1.9643,1.9708,1322
2008.10.17,08:00,1.9707,1.9716,1.9671,1.9702,1229
2008.10.17,09:00,1.97,1.9739,1.9615,1.963,703
2008.10.17,10:00,1.9627,1.9664,1.9601,1.9639,727
2008.10.17,11:00,1.9642,1.9704,1.9628,1.9668,650
2008.10.17,12:00,1.9665,1.9665,1.962,1.9651,1222
2008.10.17,13:00,1.9647,1.9657,1.9615,1.9643,2619
2008.10.17,14:00,1.9644,1.9652,1.9579,1.9593,3417
2008.10.17,15:00,1.9594,1.9605,1.9531,1.9563,3705
2008.10.17,16:00,1.9564,1.9589,1.9526,1.9555,4261
2008.10.17,17:00,1.9556,1.9625,1.9522,1.9622,3896
2008.10.17,18:00,1.9623,1.9656,1.9594,1.9637,2230
2008.10.17,19:00,1.9638,1.9688,1.9627,1.9652,2207
2008.10.17,20:00,1.9651,1.9667,1.9616,1.9645,1735
2008.10.17,21:00,1.9647,1.9684,1.963,1.9675,1328
2008.10.17,22:00,1.9674,1.9689,1.9627,1.9646,610
2008.10.20,00:00,1.967,1.9679,1.966,1.9668,219
2008.10.20,01:00,1.9671,1.9679,1.963,1.9657,516
2008.10.20,02:00,1.9656,1.9688,1.9637,1.9653,927
2008.10.20,03:00,1.9652,1.9671,1.9636,1.9654,777
2008.10.20,04:00,1.9656,1.9675,1.9647,1.9672,429
2008.10.20,05:00,1.967,1.9694,1.965,1.9671,515
2008.10.20,06:00,1.9672,1.9711,1.9661,1.9689,999
2008.10.20,07:00,1.969,1.9743,1.9689,1.9743,861
2008.10.20,08:00,1.9751,1.9837,1.9736,1.9825,2454
2008.10.20,09:00,1.9824,1.9876,1.9809,1.9862,2519
2008.10.20,10:00,1.9861,1.9862,1.9824,1.9833,2690
2008.10.20,11:00,1.9832,1.9901,1.9823,1.988,2680
2008.10.20,12:00,1.9879,1.9895,1.9802,1.9822,2972
2008.10.20,13:00,1.9819,1.9824,1.9765,1.9802,2574
2008.10.20,14:00,1.9803,1.9839,1.978,1.9789,2630
2008.10.20,15:00,1.979,1.9793,1.9723,1.9744,3367
2008.10.20,16:00,1.9743,1.9773,1.9679,1.9723,3396
2008.10.20,17:00,1.9722,1.9743,1.9673,1.972,3209
2008.10.20,18:00,1.9722,1.9751,1.97,1.9709,1790
2008.10.20,19:00,1.9708,1.9718,1.9694,1.9717,1593
2008.10.20,20:00,1.9718,1.9726,1.9693,1.9706,1382
2008.10.20,21:00,1.9707,1.9747,1.9699,1.9744,974
2008.10.20,22:00,1.9743,1.9754,1.9704,1.971,838
2008.10.20,23:00,1.9711,1.9752,1.9692,1.9733,523
2008.10.21,00:00,1.9734,1.9737,1.97,1.9708,419
2008.10.21,01:00,1.9709,1.9738,1.9695,1.9726,484
2008.10.21,02:00,1.9728,1.9771,1.9723,1.9757,825
2008.10.21,03:00,1.9756,1.9788,1.9751,1.9785,750
2008.10.21,04:00,1.9788,1.9793,1.9751,1.9761,745
2008.10.21,05:00,1.9762,1.9781,1.9751,1.9772,708
2008.10.21,06:00,1.9771,1.9775,1.9752,1.9759,255
2008.10.21,07:00,1.9758,1.9779,1.9742,1.9757,1084
2008.10.21,08:00,1.9756,1.9779,1.9725,1.974,2254
2008.10.21,09:00,1.9739,1.9743,1.9687,1.9702,2921
2008.10.21,10:00,1.9701,1.9707,1.961,1.9668,2904
2008.10.21,11:00,1.9667,1.9706,1.9658,1.9677,2975
2008.10.21,12:00,1.9679,1.9679,1.9608,1.9629,2399
2008.10.21,13:00,1.9628,1.9629,1.9544,1.9586,2559
2008.10.21,14:00,1.9585,1.963,1.9573,1.9608,3075
2008.10.21,15:00,1.9609,1.9643,1.9578,1.9591,3243
2008.10.21,16:00,1.9589,1.9631,1.9572,1.9575,3004
2008.10.21,17:00,1.9573,1.9629,1.9494,1.9494,2998
2008.10.21,18:00,1.9491,1.9565,1.9466,1.9472,2988
2008.10.21,19:00,1.9471,1.9523,1.9457,1.9499,2587
2008.10.21,20:00,1.95,1.9532,1.9466,1.9492,1994
2008.10.21,21:00,1.9493,1.9513,1.9242,1.925,2838
2008.10.21,22:00,1.9251,1.9277,1.9206,1.923,1378
2008.10.21,23:00,1.9232,1.9271,1.9203,1.9234,841
2008.10.22,00:00,1.924,1.9256,1.9206,1.9213,705
2008.10.22,01:00,1.9214,1.9227,1.9078,1.9088,1524
2008.10.22,02:00,1.9089,1.9164,1.9072,1.9154,1436
2008.10.22,03:00,1.9155,1.9174,1.9127,1.9129,982
2008.10.22,04:00,1.9127,1.9148,1.9092,1.9111,1445
2008.10.22,05:00,1.911,1.9135,1.8999,1.9067,1814
2008.10.22,06:00,1.9065,1.9082,1.8889,1.8927,2415
2008.10.22,07:00,1.8928,1.8933,1.8853,1.8927,2228
2008.10.22,08:00,1.8926,1.9084,1.8917,1.9071,3319
2008.10.22,09:00,1.907,1.9124,1.8956,1.8974,3745
2008.10.22,10:00,1.8975,1.9089,1.8957,1.9075,3431
2008.10.22,11:00,1.9074,1.9091,1.9006,1.9033,2635
2008.10.22,12:00,1.9034,1.9098,1.9012,1.9077,2816
2008.10.22,13:00,1.9076,1.9089,1.8997,1.9048,3272
2008.10.22,14:00,1.9049,1.9141,1.9005,1.9135,3846
2008.10.22,15:00,1.9134,1.9163,1.9084,1.9117,3187
2008.10.22,16:00,1.912,1.9175,1.8956,1.8961,3508
2008.10.22,17:00,1.8964,1.8996,1.8815,1.8848,3381
2008.10.22,18:00,1.8849,1.8913,1.8809,1.891,2947
2008.10.22,19:00,1.8909,1.8945,1.8852,1.8884,2136
2008.10.22,20:00,1.8883,1.8957,1.8874,1.8941,2012
2008.10.22,21:00,1.8942,1.8969,1.8813,1.8887,1883
2008.10.22,22:00,1.8888,1.8971,1.8871,1.8924,1401
2008.10.22,23:00,1.8923,1.8945,1.8873,1.8875,695
2008.10.23,00:00,1.8877,1.8903,1.8859,1.8873,834
2008.10.23,01:00,1.8874,1.8911,1.8861,1.8883,1169
2008.10.23,02:00,1.8884,1.895,1.8848,1.8871,1451
2008.10.23,03:00,1.887,1.8919,1.8849,1.8904,1339
2008.10.23,04:00,1.8905,1.8916,1.8873,1.8892,1187
2008.10.23,05:00,1.8891,1.8925,1.8856,1.8903,1464
2008.10.23,06:00,1.8904,1.8985,1.8869,1.8961,1559
2008.10.23,07:00,1.896,1.8998,1.8925,1.8963,1539
2008.10.23,08:00,1.8964,1.9053,1.895,1.9033,2790
2008.10.23,09:00,1.9032,1.9059,1.8983,1.9012,3533
2008.10.23,10:00,1.9011,1.9063,1.8984,1.9022,3217
2008.10.23,11:00,1.9025,1.9026,1.8885,1.8912,4001
2008.10.23,12:00,1.8911,1.8943,1.889,1.8939,2762
2008.10.23,13:00,1.8938,1.894,1.8867,1.8868,2871
2008.10.23,14:00,1.8867,1.8877,1.8759,1.8816,3672
2008.10.23,15:00,1.8815,1.8866,1.8765,1.8812,4068
2008.10.23,16:00,1.8813,1.8854,1.8767,1.8813,3700
2008.10.23,17:00,1.8812,1.8854,1.8768,1.8804,3756
2008.10.23,18:00,1.8803,1.8809,1.8729,1.8732,3065
2008.10.23,19:00,1.8731,1.8783,1.87,1.8759,3014
2008.10.23,20:00,1.876,1.877,1.8675,1.8701,2683
2008.10.23,21:00,1.8702,1.8772,1.8688,1.877,2244
2008.10.23,22:00,1.8769,1.8833,1.8753,1.8803,1566
2008.10.23,23:00,1.8804,1.8896,1.879,1.888,1078
2008.10.24,00:00,1.8878,1.8885,1.8758,1.8802,1092
2008.10.24,01:00,1.8803,1.8838,1.8772,1.8801,1058
2008.10.24,02:00,1.8798,1.8832,1.8768,1.8799,1184
2008.10.24,03:00,1.8798,1.8825,1.8776,1.8796,1303
2008.10.24,04:00,1.8798,1.8841,1.8768,1.8782,1570
2008.10.24,05:00,1.8784,1.8811,1.8707,1.8746,1519
2008.10.24,06:00,1.8748,1.8772,1.8712,1.8725,1312
2008.10.24,07:00,1.8727,1.8753,1.8673,1.8675,1557
2008.10.24,08:00,1.8676,1.8691,1.8564,1.8593,3216
2008.10.24,09:00,1.8591,1.8647,1.8583,1.86,3774
2008.10.24,10:00,1.8598,1.8609,1.7986,1.8032,4901
2008.10.24,11:00,1.8033,1.804,1.759,1.7822,5202
2008.10.24,12:00,1.7824,1.8085,1.7791,1.7978,5677
2008.10.24,13:00,1.7977,1.8078,1.7739,1.8064,4554
2008.10.24,14:00,1.8063,1.8152,1.7869,1.7984,5104
2008.10.24,15:00,1.7983,1.8236,1.7976,1.8229,4774
2008.10.24,16:00,1.8231,1.8332,1.8076,1.8221,4934
2008.10.24,17:00,1.822,1.8494,1.8212,1.8457,4758
2008.10.24,18:00,1.8459,1.8465,1.8364,1.8423,3810
2008.10.24,19:00,1.8427,1.8531,1.8417,1.8466,2777
2008.10.24,20:00,1.8465,1.8516,1.8411,1.8516,3220
2008.10.24,21:00,1.8514,1.8618,1.8499,1.86,1932
2008.10.24,22:00,1.8602,1.8631,1.8551,1.8562,1409
2008.10.27,00:00,1.8289,1.8438,1.8201,1.8437,1265
2008.10.27,01:00,1.844,1.8461,1.8385,1.8428,1783
2008.10.27,02:00,1.8423,1.8471,1.8272,1.8274,1712
2008.10.27,03:00,1.8272,1.835,1.825,1.8308,1537
2008.10.27,04:00,1.8307,1.837,1.8277,1.83,1290
2008.10.27,05:00,1.8296,1.8338,1.8246,1.8258,1610
2008.10.27,06:00,1.8257,1.8286,1.8154,1.8236,2422
2008.10.27,07:00,1.8237,1.8291,1.8198,1.8216,1386
2008.10.27,08:00,1.8217,1.8228,1.7968,1.8006,3527
2008.10.27,09:00,1.8005,1.805,1.7875,1.7913,3816
2008.10.27,10:00,1.7914,1.7921,1.7718,1.7853,3880
2008.10.27,11:00,1.7854,1.7887,1.7764,1.7862,3670
2008.10.27,12:00,1.7865,1.7912,1.7788,1.784,3476
2008.10.27,13:00,1.7841,1.7893,1.7826,1.7885,2677
2008.10.27,14:00,1.7886,1.7947,1.7843,1.7891,3525
2008.10.27,15:00,1.7887,1.7957,1.7854,1.7885,4006
2008.10.27,16:00,1.7886,1.7962,1.7871,1.7917,3282
2008.10.27,17:00,1.7918,1.8019,1.7878,1.8013,3674
2008.10.27,18:00,1.8014,1.8111,1.7975,1.8071,3258
2008.10.27,19:00,1.8072,1.8127,1.8022,1.8085,2580
2008.10.27,20:00,1.8086,1.8135,1.8056,1.8091,2558
2008.10.27,21:00,1.8092,1.81,1.7961,1.7968,1465
2008.10.27,22:00,1.797,1.7994,1.7944,1.7982,269
2008.10.27,23:00,1.7983,1.7983,1.7949,1.7965,649
2008.10.28,00:00,1.7963,1.8013,1.7957,1.7964,892
2008.10.28,01:00,1.7966,1.8055,1.7924,1.7936,1531
2008.10.28,02:00,1.7937,1.7943,1.786,1.79,1466
2008.10.28,03:00,1.7901,1.7991,1.7897,1.7973,1470
2008.10.28,04:00,1.7971,1.8042,1.7969,1.8027,1180
2008.10.28,05:00,1.8028,1.8131,1.8013,1.8084,1211
2008.10.28,06:00,1.8085,1.8222,1.8084,1.817,1809
2008.10.28,07:00,1.8169,1.8236,1.8169,1.819,2000
2008.10.28,08:00,1.8191,1.8203,1.7992,1.8049,3338
2008.10.28,09:00,1.805,1.8177,1.8042,1.8109,3063
2008.10.28,10:00,1.8108,1.815,1.8062,1.8123,2935
2008.10.28,11:00,1.8124,1.8246,1.812,1.8195,2966
2008.10.28,12:00,1.8197,1.8243,1.8191,1.8227,2565
2008.10.28,13:00,1.8228,1.8231,1.8177,1.8185,2926
2008.10.28,14:00,1.8184,1.8209,1.8155,1.8156,3239
2008.10.28,15:00,1.8155,1.8176,1.8009,1.8011,3519
2008.10.28,16:00,1.8012,1.8116,1.8012,1.8099,2782
2008.10.28,17:00,1.8098,1.8166,1.8085,1.8102,3191
2008.10.28,18:00,1.8101,1.8169,1.8078,1.8105,2945
2008.10.28,19:00,1.8104,1.8345,1.8099,1.8296,3345
2008.10.28,20:00,1.8294,1.8423,1.8282,1.8385,3524
2008.10.28,21:00,1.8386,1.8444,1.8364,1.843,2943
2008.10.28,22:00,1.8432,1.8468,1.8394,1.8457,869
2008.10.28,23:00,1.8459,1.8531,1.8453,1.8475,1386
2008.10.29,00:00,1.8474,1.8531,1.8457,1.8517,1367
2008.10.29,01:00,1.8518,1.8522,1.8447,1.8501,1825
2008.10.29,02:00,1.85,1.8521,1.8467,1.8482,1587
2008.10.29,03:00,1.8485,1.8502,1.8461,1.8461,1145
2008.10.29,04:00,1.8465,1.8481,1.8432,1.8432,1273
2008.10.29,05:00,1.8431,1.8494,1.843,1.8494,1253
2008.10.29,06:00,1.8493,1.8591,1.8435,1.8507,1650
2008.10.29,07:00,1.8508,1.8555,1.8425,1.8515,2461
2008.10.29,08:00,1.8516,1.8549,1.8414,1.8416,3044
2008.10.29,09:00,1.8417,1.8437,1.8359,1.8425,3758
2008.10.29,10:00,1.8427,1.8464,1.836,1.8368,3081
2008.10.29,11:00,1.837,1.8461,1.8338,1.8424,3321
2008.10.29,12:00,1.8423,1.8464,1.8334,1.8451,3520
2008.10.29,13:00,1.8452,1.8485,1.8401,1.8449,3579
2008.10.29,14:00,1.845,1.8532,1.8437,1.8488,2974
2008.10.29,15:00,1.8487,1.8582,1.8445,1.8515,4054
2008.10.29,16:00,1.8512,1.8539,1.8458,1.8537,3349
2008.10.29,17:00,1.8536,1.8667,1.8529,1.8588,3907
2008.10.29,18:00,1.8589,1.8653,1.8583,1.8598,2702
2008.10.29,19:00,1.86,1.8605,1.8507,1.8537,3130
2008.10.29,20:00,1.8539,1.8643,1.8492,1.8565,2387
2008.10.29,21:00,1.8562,1.8578,1.8461,1.8507,1401
2008.10.29,22:00,1.8506,1.8529,1.8453,1.8486,969
2008.10.29,23:00,1.8488,1.8533,1.8485,1.8502,1169
2008.10.30,00:00,1.8499,1.8551,1.8499,1.8538,705
2008.10.30,01:00,1.8537,1.8586,1.8495,1.8573,1637
2008.10.30,02:00,1.8574,1.869,1.8554,1.866,2175
2008.10.30,03:00,1.8659,1.8675,1.8594,1.8657,2094
2008.10.30,04:00,1.8658,1.8677,1.8601,1.8669,1906
2008.10.30,05:00,1.867,1.8682,1.8631,1.8637,1554
2008.10.30,06:00,1.8638,1.8739,1.8631,1.8695,1806
2008.10.30,07:00,1.8693,1.8724,1.8633,1.8694,2001
2008.10.30,08:00,1.8693,1.8763,1.8679,1.8751,2973
2008.10.30,09:00,1.8752,1.876,1.8677,1.8755,3179
2008.10.30,10:00,1.8756,1.8781,1.8545,1.8588,3923
2008.10.30,11:00,1.8589,1.8808,1.8588,1.8753,3838
2008.10.30,12:00,1.8751,1.8767,1.8628,1.8653,3387
2008.10.30,13:00,1.8654,1.8689,1.8617,1.8688,3641
2008.10.30,14:00,1.8687,1.8734,1.8602,1.8609,3315
2008.10.30,15:00,1.8608,1.8651,1.8526,1.8597,2916
2008.10.30,16:00,1.8598,1.8725,1.8588,1.8588,3005
2008.10.30,17:00,1.8587,1.8677,1.8554,1.866,3621
2008.10.30,18:00,1.8659,1.8739,1.8637,1.8679,2936
2008.10.30,19:00,1.868,1.8744,1.866,1.871,2523
2008.10.30,20:00,1.8708,1.8788,1.868,1.8776,1873
2008.10.30,21:00,1.8777,1.8796,1.8705,1.8733,1351
2008.10.30,22:00,1.8732,1.8787,1.8705,1.8716,576
2008.10.30,23:00,1.8717,1.8746,1.8681,1.87,1028
2008.10.31,00:00,1.8708,1.8723,1.8632,1.8646,1344
2008.10.31,01:00,1.8645,1.866,1.8568,1.8573,1734
2008.10.31,02:00,1.8572,1.8631,1.855,1.8571,1839
2008.10.31,03:00,1.8572,1.8674,1.8569,1.8651,1546
2008.10.31,04:00,1.8652,1.8677,1.8631,1.8665,1427
2008.10.31,05:00,1.8667,1.8676,1.8618,1.8625,1510
2008.10.31,06:00,1.8626,1.8695,1.8578,1.8646,2094
2008.10.31,07:00,1.8647,1.8681,1.8588,1.8598,2555
2008.10.31,08:00,1.86,1.8641,1.8538,1.861,3665
2008.10.31,09:00,1.8612,1.8687,1.8575,1.8655,3289
2008.10.31,10:00,1.8657,1.8667,1.856,1.8583,2927
2008.10.31,11:00,1.8585,1.8698,1.8533,1.865,2986
2008.10.31,12:00,1.8651,1.8718,1.863,1.8653,3548
2008.10.31,13:00,1.8652,1.8686,1.8602,1.8665,3296
2008.10.31,14:00,1.8666,1.8683,1.8617,1.8652,3260
2008.10.31,15:00,1.865,1.8659,1.8567,1.8653,3719
2008.10.31,16:00,1.8655,1.8875,1.8654,1.8875,4325
2008.10.31,17:00,1.8878,1.8878,1.8661,1.8756,3777
2008.10.31,18:00,1.8758,1.8841,1.8733,1.8743,3270
2008.10.31,19:00,1.8744,1.8759,1.8617,1.8643,2646
2008.10.31,20:00,1.8641,1.8694,1.8602,1.8667,1661
2008.10.31,21:00,1.8666,1.8667,1.8601,1.8619,1052
2008.10.31,22:00,1.8617,1.8619,1.8617,1.8619,3
2008.11.03,00:00,1.8608,1.8626,1.86,1.8621,580
2008.11.03,01:00,1.8622,1.8624,1.8595,1.8611,634
2008.11.03,02:00,1.861,1.8677,1.8602,1.8662,944
2008.11.03,03:00,1.8664,1.8774,1.8637,1.8746,1278
2008.11.03,04:00,1.8745,1.8752,1.8688,1.871,1344
2008.11.03,05:00,1.8709,1.8739,1.8679,1.8686,1007
2008.11.03,06:00,1.8687,1.8765,1.8667,1.876,1119
2008.11.03,07:00,1.8763,1.8853,1.8762,1.8796,1778
2008.11.03,08:00,1.8797,1.8964,1.8796,1.8855,2672
2008.11.03,09:00,1.8856,1.8885,1.8729,1.876,3249
2008.11.03,10:00,1.8759,1.8812,1.8752,1.876,2500
2008.11.03,11:00,1.8759,1.8781,1.8731,1.876,2117
2008.11.03,12:00,1.8759,1.876,1.8694,1.8745,2256
2008.11.03,13:00,1.8746,1.8751,1.868,1.8684,2118
2008.11.03,14:00,1.8686,1.8688,1.8549,1.8601,3854
2008.11.03,15:00,1.86,1.861,1.8532,1.8557,3610
2008.11.03,16:00,1.8553,1.8555,1.8422,1.8464,4744
2008.11.03,17:00,1.8465,1.8523,1.8424,1.8518,4205
2008.11.03,18:00,1.8521,1.8553,1.8502,1.8543,2348
2008.11.03,19:00,1.8542,1.8573,1.8535,1.8559,2104
2008.11.03,20:00,1.8561,1.859,1.8531,1.8574,1876
2008.11.03,21:00,1.8575,1.8608,1.855,1.8598,1322
2008.11.03,22:00,1.8601,1.8609,1.8553,1.8585,708
2008.11.03,23:00,1.8583,1.8629,1.8531,1.8544,913
2008.11.04,00:00,1.8543,1.8589,1.8529,1.8558,729
2008.11.04,01:00,1.8559,1.8588,1.8501,1.8568,1103
2008.11.04,02:00,1.8564,1.8589,1.8507,1.858,1354
2008.11.04,03:00,1.8575,1.8612,1.8543,1.8558,1027
2008.11.04,04:00,1.8557,1.8568,1.8479,1.8522,1185
2008.11.04,05:00,1.8519,1.8522,1.8401,1.8436,1509
2008.11.04,06:00,1.843,1.8459,1.841,1.8429,1373
2008.11.04,07:00,1.843,1.8483,1.8423,1.8442,1686
2008.11.04,08:00,1.8447,1.8486,1.8346,1.8351,2713
2008.11.04,09:00,1.8352,1.8518,1.8345,1.8518,3905
2008.11.04,10:00,1.8516,1.8518,1.8449,1.8485,3437
2008.11.04,11:00,1.8486,1.8583,1.8485,1.8529,2851
2008.11.04,12:00,1.8519,1.8578,1.8502,1.8526,2393
2008.11.04,13:00,1.8525,1.8589,1.8501,1.8547,3542
2008.11.04,14:00,1.855,1.8633,1.8495,1.8625,3377
2008.11.04,15:00,1.8628,1.8666,1.859,1.8628,3608
2008.11.04,16:00,1.8629,1.8653,1.8588,1.8602,4255
2008.11.04,17:00,1.8603,1.8713,1.8588,1.8707,3964
2008.11.04,18:00,1.8708,1.8718,1.8585,1.8588,2659
2008.11.04,19:00,1.8589,1.8658,1.8588,1.8622,2359
2008.11.04,20:00,1.8623,1.8653,1.8537,1.8552,2049
2008.11.04,21:00,1.8551,1.8562,1.8521,1.8545,1475
2008.11.04,22:00,1.8546,1.8588,1.8526,1.854,1350
2008.11.04,23:00,1.8542,1.8585,1.8522,1.8559,515
2008.11.05,00:00,1.8557,1.8559,1.8509,1.8531,723
2008.11.05,01:00,1.8532,1.8607,1.853,1.8595,1371
2008.11.05,02:00,1.8594,1.8611,1.8517,1.8567,1543
